ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0193365082009272,0.0010780879529193,0.0411573833091693,0.126117753630335,0.812310278198936
2,0.835736561796882,0.000493460451252759,0.00247128680348396,0.121361867135221,0.0399368155476722
3,0.239351901086894,0.000803891860414296,0.00780433363365856,0.21553065516732,0.53650923577222
4,0.174623721973463,0.000600044731982052,0.0276213659117506,0.286736495711587,0.510418381799351
5,0.447928202694113,0.000900996092241257,0.0180329186198386,0.465570443597707,0.0675674158876592
6,0.111036421792074,0.000861770415212959,0.0199168240008029,0.760404191884128,0.107780781605027
7,0.431204177087004,0.0595558031648397,0.293586422801018,0.091226504499262,0.124427090585232
8,0.843360520167784,0.00381621904671192,0.0120684173398397,0.0107838024359874,0.129971073838797
9,0.875125272815878,0.000384491664590314,0.00216613779775798,0.0860676003315232,0.0362564764645967
10,0.662404811924154,0.000626818044111133,0.017653827843341,0.281245318163525,0.038069239624522
11,0.825601960637353,0.000527510012034327,0.00180889689363539,0.102042586505413,0.070019051364877
12,0.0217687949402766,0.00140879908576608,0.195462990511547,0.214137892614711,0.567221532626585
13,0.700490900494836,0.000436358648585156,0.00109903386328369,0.0772244466163895,0.220749252140522
14,0.826358298713511,0.00112581311259419,0.00856228771704164,0.0228595676476305,0.141094008711251
15,0.944191502441059,0.000112576934043318,0.00139088556170464,0.049778180163015,0.00452687125653028
16,0.851247318224473,0.000586751091759652,0.00198185397312045,0.0987259399349039,0.0474581318280914
17,0.257308351343328,0.000744667311664671,0.0296783861856569,0.634862435839393,0.0774061653153463
18,0.594253494847905,0.000472473067929968,0.00704321112653071,0.3510988319462,0.0471319867704402
19,0.229477287097411,0.00865414985878901,0.0289925064823844,0.185638119903478,0.547237934795293
20,0.00717739944684912,0.00478710383049805,0.201352875341069,0.03743514129384,0.749247459715063
21,0.643018172112378,0.000351415219483897,0.0116129394552924,0.278379913947799,0.0666375604000959
22,7.46146470191889e-05,0.00200791587121785,0.0789116624539549,0.00064015929820016,0.918365649526769
23,0.78653074242852,0.00243032023945654,0.00930170242759315,0.110242586000399,0.0914946345849471
24,0.000158827606355771,0.0039361686733636,0.0315770410170609,0.000756725436076522,0.963571232232181
25,0.779964070103385,0.000481594208395109,0.00396478728475896,0.125787617022341,0.0898019433427941
26,0.158941919072108,0.00285972729875621,0.0975932318243113,0.062257961332798,0.678347152905031
27,0.906153642481024,0.000357959157554433,0.00112962594721466,0.00465060251849619,0.0877081921019337
