ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0776323601603508,0.016046579927206,0.0451467409729958,0.17200081050396,0.689173460006714
2,0.502402544021606,0.0140704568475485,0.0369900204241276,0.290641844272614,0.155895113945007
3,0.43824976682663,0.0147479632869363,0.0259221401065588,0.116309225559235,0.404770940542221
4,0.12136659771204,0.0178214274346828,0.0486041344702244,0.0985395386815071,0.713668286800385
5,0.431481331586838,0.0141793955117464,0.0274423900991678,0.361467957496643,0.165428906679153
6,0.300568968057632,0.0128401033580303,0.0359321087598801,0.501908957958221,0.148749873042107
7,0.529631972312927,0.017696350812912,0.153720736503601,0.120662420988083,0.178288549184799
8,0.676834881305695,0.0130360657349229,0.0172117799520493,0.0340630710124969,0.25885421037674
9,0.695094287395477,0.0120701929554343,0.0149444388225675,0.048392154276371,0.229498893022537
10,0.511717617511749,0.0131688211113214,0.077212356030941,0.256071597337723,0.141829594969749
11,0.579346477985382,0.0136565547436476,0.0191058944910765,0.176381960511208,0.211509108543396
12,0.0573411546647549,0.0180472005158663,0.213789954781532,0.365049570798874,0.345772087574005
13,0.534601390361786,0.0140334498137236,0.0344060957431793,0.110253609716892,0.306705504655838
14,0.663939476013184,0.0140610691159964,0.0299061816185713,0.042713575065136,0.2493796646595
15,0.5722536444664,0.0120970197021961,0.0227682944387197,0.176972478628159,0.21590855717659
16,0.69842118024826,0.0114709995687008,0.0152713861316442,0.0848768875002861,0.189959570765495
17,0.284013211727142,0.0129178091883659,0.0843968465924263,0.460542261600494,0.15812985599041
18,0.457662969827652,0.0143977357074618,0.0409703738987446,0.38013282418251,0.106836102902889
19,0.443956464529037,0.0156405884772539,0.0409530662000179,0.171500653028488,0.327949285507202
20,0.0165893919765949,0.0181695092469454,0.143410727381706,0.020882036536932,0.800948321819305
21,0.37555667757988,0.0162151623517275,0.0309982802718878,0.139279916882515,0.437949955463409
22,0.00550956791266799,0.0096040153875947,0.0459086485207081,0.00716976914554834,0.931807994842529
23,0.60836935043335,0.0119211059063673,0.0197357516735792,0.219328835606575,0.140644967556
24,0.00696276128292084,0.0127866473048925,0.0593839138746262,0.00733460346236825,0.913532078266144
25,0.463213741779327,0.0143696404993534,0.0266118552535772,0.323059469461441,0.172745317220688
26,0.167894139885902,0.015350766479969,0.0700514763593674,0.0383861213922501,0.708317458629608
27,0.870733916759491,0.00845617521554232,0.0111628705635667,0.0143329706043005,0.0953140556812286
28,0.041811216622591,0.02456427924335,0.0402212478220463,0.0395241640508175,0.85387909412384
29,0.368527770042419,0.0136811761185527,0.0592653378844261,0.409117728471756,0.149408012628555
30,0.416766881942749,0.0144851002842188,0.043057918548584,0.356648087501526,0.169041976332664
31,0.342669159173965,0.0173087865114212,0.0282279942184687,0.11545380204916,0.496340304613113
32,0.905093669891357,0.00761255016550422,0.00883946660906076,0.0293931271880865,0.0490611791610718
33,0.142970576882362,0.0200689304620028,0.117488600313663,0.0450938194990158,0.674378037452698
34,0.885520756244659,0.0083682369440794,0.0105299986898899,0.017502136528492,0.0780788436532021
35,0.440471827983856,0.0185349117964506,0.03485007584095,0.0173616055399179,0.488781630992889
36,0.631012380123138,0.0122727314010262,0.0214061755686998,0.208493411540985,0.126815304160118
37,0.181843146681786,0.0185027178376913,0.198689788579941,0.046666007488966,0.554298400878906
38,0.876287460327148,0.00869543571025133,0.0124535216018558,0.0431330986320972,0.0594304800033569
39,0.431383639574051,0.0142209911718965,0.0245574563741684,0.379343032836914,0.150494903326035
40,0.72130423784256,0.0136316968128085,0.0248066298663616,0.0711479187011719,0.169109508395195
41,0.0808697789907455,0.0169257242232561,0.0416403226554394,0.426101446151733,0.434462666511536
42,0.00513597205281258,0.0132334092631936,0.0147327873855829,0.0053510912694037,0.961546778678894
43,0.483614385128021,0.0134306261315942,0.0226500630378723,0.124996095895767,0.355308771133423
44,0.00781860668212175,0.0231144819408655,0.0259411875158548,0.00893028732389212,0.934195458889008
45,0.11240104585886,0.019664803519845,0.101790525019169,0.0558095276355743,0.710334062576294
46,0.66089004278183,0.0120131457224488,0.0246116258203983,0.0322061963379383,0.270278960466385
47,0.473049402236938,0.015917494893074,0.0438473857939243,0.154843389987946,0.312342286109924
48,0.346584737300873,0.0146605623885989,0.0959245413541794,0.369196146726608,0.173634007573128
49,0.29764848947525,0.0137850502505898,0.0491371154785156,0.486019730567932,0.153409570455551
50,0.0726398155093193,0.0148570528253913,0.0397682264447212,0.178262755274773,0.694472193717957
51,0.421260923147202,0.0487754680216312,0.0754339620471001,0.0259056221693754,0.428624033927917
52,0.353477388620377,0.0139340916648507,0.0494125783443451,0.452400922775269,0.130774974822998
53,0.885520756244659,0.0083682369440794,0.0105299986898899,0.017502136528492,0.0780788436532021
54,0.300434142351151,0.038854718208313,0.0576713047921658,0.0158425644040108,0.587197303771973
55,0.0140459649264812,0.0370972827076912,0.273389160633087,0.0237374138087034,0.651730239391327
56,0.558913588523865,0.0157368145883083,0.088351845741272,0.115162126719952,0.221835598349571
